,class_ratio,n_samples,n_features,balancing_method,classifier,accuracy,precision,recall,F1 score,ROC AUC Score
110,0.01,10000.0,10,RandomOverSampler,XGboost,0.992,0.993933265925177,0.9979695431472081,0.9959473150962512,0.7989847715736039
111,0.01,10000.0,10,SMOTE,XGboost,0.9645,0.9942738157209786,0.9695431472081218,0.9817527627859162,0.8014382402707275
112,0.01,10000.0,10,BorderlineSMOTE,XGboost,0.9895,0.9944190766108574,0.9949238578680203,0.9946714031971581,0.8141285956006767
113,0.01,10000.0,10,SVMSMOTE,XGboost,0.992,0.993933265925177,0.9979695431472081,0.9959473150962512,0.7989847715736039
114,0.01,10000.0,30,Unbalanced,XGboost,0.9905,0.9909456740442656,0.9994926433282597,0.9952008082849204,0.689401494077923
115,0.01,10000.0,30,ADASYN,XGboost,0.9845,0.9938900203665988,0.9903602232369355,0.9921219822109276,0.7882835598943299
116,0.01,10000.0,30,RandomOverSampler,XGboost,0.9915,0.9924395161290323,0.9989852866565195,0.9957016434892542,0.7408719536730874
117,0.01,10000.0,30,SMOTE,XGboost,0.9835,0.9938837920489296,0.989345509893455,0.9916094584286804,0.7877762032225897
118,0.01,10000.0,30,BorderlineSMOTE,XGboost,0.9885,0.9924165824064712,0.9959411466260781,0.9941757406938466,0.7393498836578667
119,0.01,10000.0,30,SVMSMOTE,XGboost,0.99,0.9929257200606367,0.9969558599695586,0.9949367088607594,0.7570986196399516
120,0.01,10000.0,50,Unbalanced,XGboost,0.991,0.9909502262443439,1.0,0.9954545454545455,0.6896551724137931
121,0.01,10000.0,50,ADASYN,XGboost,0.9895,0.9919273461150353,0.9974632166412988,0.994687579053883,0.7228695393551322
122,0.01,10000.0,50,RandomOverSampler,XGboost,0.9915,0.9919436052366566,0.9994926433282597,0.995703816022239,0.7238842526986127
123,0.01,10000.0,50,SMOTE,XGboost,0.993,0.993942453306411,0.9989852866565195,0.9964574898785427,0.7925960916041219
124,0.01,10000.0,50,BorderlineSMOTE,XGboost,0.9925,0.9934409687184662,0.9989852866565195,0.9962054136099165,0.7753547122937771
125,0.01,10000.0,50,SVMSMOTE,XGboost,0.992,0.9929399899142713,0.9989852866565195,0.9959534648457259,0.7581133329834322
126,0.01,50000.0,10,Unbalanced,XGboost,0.9945,0.9946491670873296,0.9997970367363507,0.9972164583227895,0.8183916690531069
127,0.01,50000.0,10,ADASYN,XGboost,0.9287,0.9946963957138218,0.9326161964684392,0.9626564709579427,0.7984998790561374
128,0.01,50000.0,10,RandomOverSampler,XGboost,0.9937,0.994844839785707,0.9987822204181043,0.9968096419709322,0.8247335759624768
129,0.01,50000.0,10,SMOTE,XGboost,0.9696,0.9948186528497409,0.9742236655165415,0.9844134536505332,0.815878956045942
130,0.01,50000.0,10,BorderlineSMOTE,XGboost,0.9919,0.9948354430379747,0.9969555510452608,0.9958943686958285,0.8238202412760549
131,0.01,50000.0,10,SVMSMOTE,XGboost,0.9922,0.9950374721490783,0.9970570326770855,0.9960462287104622,0.8307202971604605
132,0.01,50000.0,30,Unbalanced,XGboost,0.992,0.9920427074939565,0.9998984771573604,0.9959551016280715,0.7366159052453469
133,0.01,50000.0,30,ADASYN,XGboost,0.9805,0.9943676395289298,0.9857868020304569,0.9900586286005608,0.809560067681895
134,0.01,50000.0,30,RandomOverSampler,XGboost,0.9933,0.993741798728172,0.999492385786802,0.9966087968821177,0.7930795262267343
135,0.01,50000.0,30,SMOTE,XGboost,0.9814,0.9941705870321129,0.9869035532994924,0.9905237415936418,0.8034517766497462
136,0.01,50000.0,30,BorderlineSMOTE,XGboost,0.9928,0.9944377022653722,0.9982741116751269,0.9963522140034452,0.8158037225042301
137,0.01,50000.0,30,SVMSMOTE,XGboost,0.9941,0.994844839785707,0.9991878172588833,0.9970115990477638,0.8295939086294416
138,0.01,50000.0,50,Unbalanced,XGboost,0.9923,0.9923441120177294,0.9998984977669508,0.9961069821527883,0.7431924921267186
139,0.01,50000.0,50,ADASYN,XGboost,0.9865,0.9942020140372292,0.9920828258221681,0.9931412894375857,0.8034738453435165
140,0.01,50000.0,50,RandomOverSampler,XGboost,0.9937,0.99374558660345,0.9998984977669508,0.9968125474323298,0.7904897894240159
141,0.01,50000.0,50,SMOTE,XGboost,0.9891,0.9940168339924957,0.9949248883475437,0.9944706538832243,0.7981381198494475
142,0.01,50000.0,50,BorderlineSMOTE,XGboost,0.9936,0.9943434343434343,0.999187982135607,0.9967598217901984,0.8104048018786143
143,0.01,50000.0,50,SVMSMOTE,XGboost,0.9938,0.9941449626488996,0.9995939910678034,0.9968620305698958,0.8038510495879557
144,0.01,100000.0,10,Unbalanced,XGboost,0.99205,0.9925388183101431,0.9994415960201025,0.9959782471228026,0.753873621930317
145,0.01,100000.0,10,ADASYN,XGboost,0.9095,0.9944171134818418,0.9132443271232042,0.9521037311458058,0.7888480771828645
146,0.01,100000.0,10,RandomOverSampler,XGboost,0.9838,0.9941341494516704,0.9893903243819483,0.9917565642173825,0.8036652618587482
147,0.01,100000.0,10,SMOTE,XGboost,0.9515,0.9944036745683966,0.9561399055789634,0.974896480331263,0.8019902185702126
148,0.01,100000.0,10,BorderlineSMOTE,XGboost,0.98555,0.9941446028513238,0.9911670643179857,0.992653600752434,0.804553631826767
149,0.01,100000.0,10,SVMSMOTE,XGboost,0.9881,0.9943103886207773,0.9936037362302655,0.9939569368271379,0.8107553564872259
150,0.01,100000.0,30,Unbalanced,XGboost,0.99315,0.9932442651877993,0.9998477466504263,0.9965350666430612,0.773572521973862
151,0.01,100000.0,30,ADASYN,XGboost,0.96445,0.9943261672999844,0.9694478278522127,0.9817294102531158,0.8006022923044848
152,0.01,100000.0,30,RandomOverSampler,XGboost,0.99265,0.9941381575622821,0.9984267153877385,0.9962778213860685,0.8032674117479234
153,0.01,100000.0,30,SMOTE,XGboost,0.9765,0.9943964630886284,0.9816788469346326,0.9879967310246194,0.8067178018456947
154,0.01,100000.0,30,BorderlineSMOTE,XGboost,0.9925,0.9945872116552004,0.9978177019894438,0.9961998378597487,0.8181656077514786
155,0.01,100000.0,30,SVMSMOTE,XGboost,0.9923,0.9943860004046126,0.9978177019894438,0.9960988955314621,0.8114088509947219
156,0.01,100000.0,50,Unbalanced,XGboost,0.99265,0.9926948460879641,0.9998985080686086,0.9962836556693211,0.753350614578522
157,0.01,100000.0,50,ADASYN,XGboost,0.97325,0.9945312903059382,0.978229980716533,0.9863132850674102,0.8088428815147292
158,0.01,100000.0,50,RandomOverSampler,XGboost,0.99325,0.9944918894335236,0.9986806048919111,0.9965818458032663,0.8139661527860915
159,0.01,100000.0,50,SMOTE,XGboost,0.9796,0.9948205128205129,0.9844209885314118,0.9895934295771056,0.8204417867827126
160,0.01,100000.0,50,BorderlineSMOTE,XGboost,0.99325,0.9946418642268614,0.998528366994824,0.9965813264453391,0.8189920746538747
161,0.01,100000.0,50,SVMSMOTE,XGboost,0.99325,0.9947418979725972,0.9984268750634324,0.9965809801190325,0.8223426892323965
